address,Private Service Line Material,Public Service Line Material
844 W 15TH PL,NOT LEAD,NOT LEAD
3152 S CALIFORNIA AVE,NOT LEAD,NOT LEAD
3152 S CALIFORNIA AVE,NOT LEAD,NOT LEAD
929 W CERMAK RD,NOT LEAD,NOT LEAD
929 W CERMAK RD,NOT LEAD,NOT LEAD
2357 S WOOD ST,NOT LEAD,NOT LEAD
2357 S WOOD ST,NOT LEAD,NOT LEAD
2520 S WESTERN AVE,NOT LEAD,NOT LEAD
2520 S WESTERN AVE,NOT LEAD,NOT LEAD
2451 S ASHLAND AVE,NOT LEAD,NOT LEAD
1119 W CULLERTON ST,NOT LEAD,NOT LEAD
953 W 18TH ST,NOT LEAD,NOT LEAD
1132 W 17TH ST,NOT LEAD,NOT LEAD
955 W CERMAK RD,NOT LEAD,NOT LEAD
955 W CERMAK RD,NOT LEAD,NOT LEAD
955 W CERMAK RD,NOT LEAD,NOT LEAD
1641 W 16TH ST,NOT LEAD,NOT LEAD
2015 S MORGAN ST,NOT LEAD,NOT LEAD
2015 S MORGAN ST,NOT LEAD,NOT LEAD
2386 S BLUE ISLAND AVE,NOT LEAD,NOT LEAD
1849 S WESTERN AVE,NOT LEAD,NOT LEAD
1461 S BLUE ISLAND AVE,NOT LEAD,NOT LEAD
1461 S BLUE ISLAND AVE,NOT LEAD,NOT LEAD
1641 W 16TH ST,NOT LEAD,NOT LEAD
1119 W CULLERTON ST,NOT LEAD,NOT LEAD
1111 21 W CERMAK RD,NOT LEAD,NOT LEAD
1111 21 W CERMAK RD,NOT LEAD,NOT LEAD
2451 S ASHLAND AVE,NOT LEAD,NOT LEAD
2352 S ASHLAND AVE,NOT LEAD,NOT LEAD
2352 S ASHLAND AVE,NOT LEAD,NOT LEAD
1339 45 W 21ST ST,NOT LEAD,NOT LEAD
1932 S HALSTED ST,NOT LEAD,NOT LEAD
2301 21 S ROCKWELL ST,NOT LEAD,NOT LEAD
2031 S PEORIA ST,NOT LEAD,NOT LEAD
2031 S PEORIA ST,NOT LEAD,NOT LEAD
2031 S PEORIA ST,NOT LEAD,NOT LEAD
2031 S PEORIA ST,NOT LEAD,NOT LEAD
1746 S MILLER ST,NOT LEAD,NOT LEAD
1420 W 17TH ST,NOT LEAD,NOT LEAD
2801 S ROCKWELL ST UNIT M.F.,NOT LEAD,NOT LEAD
2801 S ROCKWELL ST UNIT L.F.,NOT LEAD,NOT LEAD
2801 S ROCKWELL ST UNIT S.F.,NOT LEAD,NOT LEAD
2801 S ROCKWELL ST UNIT M.F.,NOT LEAD,NOT LEAD
2801 S ROCKWELL ST UNIT L.F.,NOT LEAD,NOT LEAD
2801 S ROCKWELL ST UNIT S.F.,NOT LEAD,NOT LEAD
844 W 15TH PL,NOT LEAD,NOT LEAD
929 W CERMAK RD,NOT LEAD,NOT LEAD
1711 S RACINE AVE,NOT LEAD,NOT LEAD
4650 N MENARD AVE,NOT LEAD,NOT LEAD
5354 N CENTRAL AVE,NOT LEAD,NOT LEAD
5243 W CARMEN AVE,NOT LEAD,NOT LEAD
5243 W CARMEN AVE,NOT LEAD,NOT LEAD
5148 W WINNEMAC AVE,NOT LEAD,NOT LEAD
5822 W GUNNISON ST,NOT LEAD,NOT LEAD
5013 N MELVINA AVE,NOT LEAD,NOT LEAD
4837 N CENTRAL AVE,NOT LEAD,NOT LEAD
4650 N MENARD AVE,NOT LEAD,NOT LEAD
5625 N MCVICKER AVE,NOT LEAD,NOT LEAD
5625 N MCVICKER AVE,NOT LEAD,NOT LEAD
5550 58 N NORTHWEST HWY,NOT LEAD,NOT LEAD
5539 W EDMUNDS ST,NOT LEAD,NOT LEAD
5533 W HIGGINS AVE,NOT LEAD,NOT LEAD
4837 N CENTRAL AVE,NOT LEAD,NOT LEAD
5536 W HIGGINS AVE,NOT LEAD,NOT LEAD
5447 N NORTHWEST HWY,NOT LEAD,NOT LEAD
5532 W EDMUNDS ST,NOT LEAD,NOT LEAD
6134 W GUNNISON ST,NOT LEAD,NOT LEAD
4946 N LOCKWOOD AVE,NOT LEAD,NOT LEAD
5632 W GOODMAN ST,NOT LEAD,NOT LEAD
5440 N NORTHWEST HWY,NOT LEAD,NOT LEAD
5440 N NORTHWEST HWY,NOT LEAD,NOT LEAD
4650 N MENARD AVE,NOT LEAD,NOT LEAD
5822 W GUNNISON ST,NOT LEAD,NOT LEAD
5209 W WINONA ST,NOT LEAD,NOT LEAD
5558 W EDMUNDS ST,NOT LEAD,NOT LEAD
5120 W CARMEN AVE,NOT LEAD,NOT LEAD
5327 W WINDSOR AVE,NOT LEAD,NOT LEAD
5013 N MELVINA AVE,NOT LEAD,NOT LEAD
5254 W WINDSOR AVE,NOT LEAD,NOT LEAD
5026 W CARMEN AVE,NOT LEAD,NOT LEAD
5332 W CARMEN AVE,NOT LEAD,NOT LEAD
5225 W FOSTER AVE,NOT LEAD,NOT LEAD
4901 N MCVICKER AVE,NOT LEAD,NOT LEAD
4849 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
4849 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
4630 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
4630 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
5209 W WINONA ST,NOT LEAD,NOT LEAD
5332 W CARMEN AVE,NOT LEAD,NOT LEAD
5533 W HIGGINS AVE,NOT LEAD,NOT LEAD
5539 W EDMUNDS ST,NOT LEAD,NOT LEAD
5632 W GOODMAN ST,NOT LEAD,NOT LEAD
5558 W EDMUNDS ST,NOT LEAD,NOT LEAD
6134 W GUNNISON ST,NOT LEAD,NOT LEAD
5532 W EDMUNDS ST,NOT LEAD,NOT LEAD
5254 W WINDSOR AVE,NOT LEAD,NOT LEAD
5327 W WINDSOR AVE,NOT LEAD,NOT LEAD
5026 W CARMEN AVE,NOT LEAD,NOT LEAD
5120 W CARMEN AVE,NOT LEAD,NOT LEAD
4222 W FOSTER AVE,NOT LEAD,NOT LEAD
5240 N PULASKI RD,NOT LEAD,NOT LEAD
5240 N PULASKI RD,NOT LEAD,NOT LEAD
4631 W FOSTER AVE,NOT LEAD,NOT LEAD
4631 W FOSTER AVE,NOT LEAD,NOT LEAD
4631 W FOSTER AVE,NOT LEAD,NOT LEAD
4631 W FOSTER AVE,NOT LEAD,NOT LEAD
4650 N PULASKI RD,NOT LEAD,NOT LEAD
4650 N PULASKI RD,NOT LEAD,NOT LEAD
5353 67 N ELSTON AVE,NOT LEAD,NOT LEAD
5353 67 N ELSTON AVE,NOT LEAD,NOT LEAD
5054 W BERWYN AVE,NOT LEAD,NOT LEAD
4618 N KEYSTONE AVE,NOT LEAD,NOT LEAD
4503 N KENNETH AVE,NOT LEAD,NOT LEAD
5351 N FOREST GLEN AVE,NOT LEAD,NOT LEAD
5300 N PULASKI RD,NOT LEAD,NOT LEAD
5231 61 N PULASKI RD,NOT LEAD,NOT LEAD
5300 N PULASKI RD,NOT LEAD,NOT LEAD
4222 W FOSTER AVE,NOT LEAD,NOT LEAD
4618 N KEYSTONE AVE,NOT LEAD,NOT LEAD
4503 N KENNETH AVE,NOT LEAD,NOT LEAD
5054 W BERWYN AVE,NOT LEAD,NOT LEAD
4544 N MOBILE AVE,NOT LEAD,NOT LEAD
4544 N MOBILE AVE,NOT LEAD,NOT LEAD
4533 N MOBILE AVE,NOT LEAD,NOT LEAD
4533 N MOBILE AVE,NOT LEAD,NOT LEAD
4445 N PULASKI RD,NOT LEAD,NOT LEAD
4445 N PULASKI RD,NOT LEAD,NOT LEAD
2906 10 N CENTRAL AVE,NOT LEAD,NOT LEAD
5621 25 W BELMONT AVE,NOT LEAD,NOT LEAD
3543 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
6109 W FLETCHER ST,NOT LEAD,NOT LEAD
3425 N MAJOR AVE,NOT LEAD,NOT LEAD
3425 N MAJOR AVE,NOT LEAD,NOT LEAD
2941 N MCVICKER AVE,NOT LEAD,NOT LEAD
2941 N MCVICKER AVE,NOT LEAD,NOT LEAD
6109 W FLETCHER ST,NOT LEAD,NOT LEAD
3543 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
8204 W BELMONT AVE,NOT LEAD,NOT LEAD
3432 N NEENAH AVE,NOT LEAD,NOT LEAD
3432 N NEENAH AVE,NOT LEAD,NOT LEAD
3554 N NATOMA AVE,NOT LEAD,NOT LEAD
3314 N ORIOLE AVE,NOT LEAD,NOT LEAD
3418 N PAGE AVE,NOT LEAD,NOT LEAD
3925 N OCTAVIA AVE,NOT LEAD,NOT LEAD
3814 N OKETO AVE,NOT LEAD,NOT LEAD
4071 N OAK PARK AVE,NOT LEAD,NOT LEAD
4141 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
4141 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
4141 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
4239 N OAK PARK AVE UNIT M.F.,NOT LEAD,NOT LEAD
4239 N OAK PARK AVE UNIT L.F.,NOT LEAD,NOT LEAD
4239 N OAK PARK AVE UNIT S.F.,NOT LEAD,NOT LEAD
4239 N OAK PARK AVE UNIT M.F.,NOT LEAD,NOT LEAD
4239 N OAK PARK AVE UNIT L.F.,NOT LEAD,NOT LEAD
4239 N OAK PARK AVE UNIT S.F.,NOT LEAD,NOT LEAD
4250 N OAK PARK AVE,NOT LEAD,NOT LEAD
4250 N OAK PARK AVE,NOT LEAD,NOT LEAD
7640 W BELMONT AVE,NOT LEAD,NOT LEAD
6737 W FOREST PRESERVE AVE,NOT LEAD,NOT LEAD
6737 W FOREST PRESERVE AVE,NOT LEAD,NOT LEAD
6737 W FOREST PRESERVE AVE,NOT LEAD,NOT LEAD
3456 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
3440 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
8204 W BELMONT AVE,NOT LEAD,NOT LEAD
3348 N ORANGE AVE,NOT LEAD,NOT LEAD
3937 N PAGE AVE,NOT LEAD,NOT LEAD
3449 N NAGLE AVE,NOT LEAD,NOT LEAD
3842 N OCONTO AVE,NOT LEAD,NOT LEAD
3842 N OTTAWA AVE,NOT LEAD,NOT LEAD
3829 N NORA AVE,NOT LEAD,NOT LEAD
3554 N NATOMA AVE,NOT LEAD,NOT LEAD
3924 N NORMANDY AVE,NOT LEAD,NOT LEAD
4125 N MELVINA AVE,NOT LEAD,NOT LEAD
3408 N NORMANDY AVE,NOT LEAD,NOT LEAD
3250 N OVERHILL AVE,NOT LEAD,NOT LEAD
3925 N OCTAVIA AVE,NOT LEAD,NOT LEAD
3916 N OTTAWA AVE,NOT LEAD,NOT LEAD
3418 N PAGE AVE,NOT LEAD,NOT LEAD
3452 N OCONTO AVE,NOT LEAD,NOT LEAD
3814 N OKETO AVE,NOT LEAD,NOT LEAD
3410 N PAGE AVE,NOT LEAD,NOT LEAD
3314 N ORIOLE AVE,NOT LEAD,NOT LEAD
3317 N PARIS AVE,NOT LEAD,NOT LEAD
3729 N OLCOTT AVE,NOT LEAD,NOT LEAD
3331 N ODELL AVE,NOT LEAD,NOT LEAD
3523 N NEENAH AVE,NOT LEAD,NOT LEAD
3655 N NEWLAND AVE,NOT LEAD,NOT LEAD
W BELMONT & N PONTIAC,NOT LEAD,NOT LEAD
W BELMONT & N PONTIAC,NOT LEAD,NOT LEAD
W BELMONT & N PONTIAC,NOT LEAD,NOT LEAD
W BELMONT & FOREST PRESERVE DR,NOT LEAD,NOT LEAD
W BELMONT & FOREST PRESERVE DR,NOT LEAD,NOT LEAD
7800 W IRVING PARK RD,NOT LEAD,NOT LEAD
7800 W IRVING PARK RD,NOT LEAD,NOT LEAD
8001 W BELMONT AVE,NOT LEAD,NOT LEAD
3700 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
3700 N NARRAGANSETT AVE,NOT LEAD,NOT LEAD
4252 N AUSTIN AVE,NOT LEAD,NOT LEAD
4252 N AUSTIN AVE,NOT LEAD,NOT LEAD
4310 N MELVINA AVE,NOT LEAD,NOT LEAD
6540 W IRVING PARK RD,NOT LEAD,NOT LEAD
6540 W IRVING PARK RD,NOT LEAD,NOT LEAD
6526 W IRVING PARK RD,NOT LEAD,NOT LEAD
6526 W IRVING PARK RD,NOT LEAD,NOT LEAD
6550 60 W BELMONT AVE,NOT LEAD,NOT LEAD
6550 60 W BELMONT AVE,NOT LEAD,NOT LEAD
6550 60 W BELMONT AVE,NOT LEAD,NOT LEAD
4310 N MELVINA AVE,NOT LEAD,NOT LEAD
4310 N MELVINA AVE,NOT LEAD,NOT LEAD
4310 N MELVINA AVE,NOT LEAD,NOT LEAD
4300 N NARRAGANSETT AVE UNIT M.F.,NOT LEAD,NOT LEAD
4300 N NARRAGANSETT AVE UNIT L.F.,NOT LEAD,NOT LEAD
4300 N NARRAGANSETT AVE UNIT S.F.,NOT LEAD,NOT LEAD
4300 N NARRAGANSETT AVE UNIT M.F.,NOT LEAD,NOT LEAD
4300 N NARRAGANSETT AVE UNIT S.F.,NOT LEAD,NOT LEAD
4300 N NARRAGANSETT AVE UNIT L.F.,NOT LEAD,NOT LEAD
3523 N NEENAH AVE,NOT LEAD,NOT LEAD
3408 N NORMANDY AVE,NOT LEAD,NOT LEAD
3250 N OVERHILL AVE,NOT LEAD,NOT LEAD
3452 N OCONTO AVE,NOT LEAD,NOT LEAD
3410 N PAGE AVE,NOT LEAD,NOT LEAD
3317 N PARIS AVE,NOT LEAD,NOT LEAD
3348 N ORANGE AVE,NOT LEAD,NOT LEAD
3829 N NORA AVE,NOT LEAD,NOT LEAD
3655 N NEWLAND AVE,NOT LEAD,NOT LEAD
4125 N MELVINA AVE,NOT LEAD,NOT LEAD
3937 N PAGE AVE,NOT LEAD,NOT LEAD
3842 N OCONTO AVE,NOT LEAD,NOT LEAD
3729 N OLCOTT AVE,NOT LEAD,NOT LEAD
3916 N OTTAWA AVE,NOT LEAD,NOT LEAD
3842 N OTTAWA AVE,NOT LEAD,NOT LEAD
3924 N NORMANDY AVE,NOT LEAD,NOT LEAD
6540 W IRVING PARK RD,NOT LEAD,NOT LEAD
2830 S KILBOURN AVE,NOT LEAD,NOT LEAD
2759 S HARDING AVE,NOT LEAD,NOT LEAD
3126 S KOSTNER AVE,NOT LEAD,NOT LEAD
3126 S KOSTNER AVE,NOT LEAD,NOT LEAD
4029 W OGDEN AVE,NOT LEAD,NOT LEAD
4029 W OGDEN AVE,NOT LEAD,NOT LEAD
3159 S CENTRAL PARK AVE,NOT LEAD,NOT LEAD
3159 S CENTRAL PARK AVE,NOT LEAD,NOT LEAD
3514 S PULASKI RD,NOT LEAD,NOT LEAD
3514 S PULASKI RD,NOT LEAD,NOT LEAD
3501 S PULASKI RD,NOT LEAD,NOT LEAD
3501 S PULASKI RD,NOT LEAD,NOT LEAD
2830 S KILBOURN AVE,NOT LEAD,NOT LEAD
2601 09 S LAWNDALE AVE,NOT LEAD,NOT LEAD
2320 S LAWNDALE AVE,NOT LEAD,NOT LEAD
3300 S KEDZIE AVE,NOT LEAD,NOT LEAD
3300 S KEDZIE AVE,NOT LEAD,NOT LEAD
W 31ST ST & KILBOURN,NOT LEAD,NOT LEAD
W 31ST ST & KILBOURN,NOT LEAD,NOT LEAD
W 31ST ST & KILBOURN,NOT LEAD,NOT LEAD
2320 S LAWNDALE AVE,NOT LEAD,NOT LEAD
3740 W 31ST ST,NOT LEAD,NOT LEAD
2815 S KOMENSKY AVE,NOT LEAD,NOT LEAD
3740 W 31ST ST,NOT LEAD,NOT LEAD
2815 S KOMENSKY AVE,NOT LEAD,NOT LEAD
2815 S KOMENSKY AVE,NOT LEAD,NOT LEAD
3233 S MILLARD AVE,NOT LEAD,NOT LEAD
3233 S MILLARD AVE,NOT LEAD,NOT LEAD
3233 S MILLARD AVE,NOT LEAD,NOT LEAD
2857 59 S SPAULDING AVE,NOT LEAD,NOT LEAD
2343 S KEDZIE AVE,NOT LEAD,NOT LEAD
2505 S SPAULDING AVE,NOT LEAD,NOT LEAD
2343 S KEDZIE AVE,NOT LEAD,NOT LEAD
3148 S SACRAMENTO AVE,NOT LEAD,NOT LEAD
3148 S SACRAMENTO AVE,NOT LEAD,NOT LEAD
3148 S SACRAMENTO AVE,NOT LEAD,NOT LEAD
3100 16 S SACRAMENTO AVE,NOT LEAD,NOT LEAD
3100 16 S SACRAMENTO AVE,NOT LEAD,NOT LEAD
3100 16 S SACRAMENTO AVE,NOT LEAD,NOT LEAD
2875 W 19TH ST,NOT LEAD,NOT LEAD
2875 W 19TH ST,NOT LEAD,NOT LEAD
1852 S ALBANY AVE,NOT LEAD,NOT LEAD
3030 W 21ST PL,NOT LEAD,NOT LEAD
1300 14 S KILBOURN AVE,NOT LEAD,NOT LEAD
1846 62 S KILBOURN AVE,NOT LEAD,NOT LEAD
4339 W 18TH PL,NOT LEAD,NOT LEAD
4339 W 18TH PL,NOT LEAD,NOT LEAD
1852 S ALBANY AVE,NOT LEAD,NOT LEAD
3030 W 21ST PL,NOT LEAD,NOT LEAD
1409 S KOLIN AVE,NOT LEAD,NOT LEAD
1900 04 S HARDING AVE,NOT LEAD,NOT LEAD
2719 S SACRAMENTO AVE,NOT LEAD,NOT LEAD
2719 S SACRAMENTO AVE,NOT LEAD,NOT LEAD
2801 S SACRAMENTO AVE,NOT LEAD,NOT LEAD
2801 S SACRAMENTO AVE,NOT LEAD,NOT LEAD
1440 E 67TH ST,NOT LEAD,NOT LEAD
1440 E 67TH ST,NOT LEAD,NOT LEAD
1440 E 67TH ST,NOT LEAD,NOT LEAD
5801 S STONY ISLAND AVE,NOT LEAD,NOT LEAD
1659 S MUSEUM CAMPUS DR,NOT LEAD,NOT LEAD
5615 S MARYLAND AVE,NOT LEAD,NOT LEAD
6225 S STONY ISLAND AVE,NOT LEAD,NOT LEAD
6225 S STONY ISLAND AVE,NOT LEAD,NOT LEAD
5721 S MARYLAND AVE,NOT LEAD,NOT LEAD
5721 S MARYLAND AVE,NOT LEAD,NOT LEAD
5730 S DREXEL AVE,NOT LEAD,NOT LEAD
5730 S DREXEL AVE,NOT LEAD,NOT LEAD
915 E 60TH ST,NOT LEAD,NOT LEAD
915 E 60TH ST,NOT LEAD,NOT LEAD
5656 S MARYLAND AVE,NOT LEAD,NOT LEAD
5656 S MARYLAND AVE,NOT LEAD,NOT LEAD
1616 E 56TH ST,NOT LEAD,NOT LEAD
1616 E 56TH ST,NOT LEAD,NOT LEAD
929 E 57TH ST,NOT LEAD,NOT LEAD
5807 S WOODLAWN AVE,NOT LEAD,NOT LEAD
5807 S WOODLAWN AVE,NOT LEAD,NOT LEAD
929 E 57TH ST,NOT LEAD,NOT LEAD
5615 S MARYLAND AVE,NOT LEAD,NOT LEAD
5700 S MARYLAND AVE,NOT LEAD,NOT LEAD
5700 S MARYLAND AVE,NOT LEAD,NOT LEAD
1362 E 59TH ST,NOT LEAD,NOT LEAD
1362 E 59TH ST,NOT LEAD,NOT LEAD
5500 S UNIVERSITY AVE,NOT LEAD,NOT LEAD
5500 S UNIVERSITY AVE,NOT LEAD,NOT LEAD
1156 E 61ST ST,NOT LEAD,NOT LEAD
1156 E 61ST ST,NOT LEAD,NOT LEAD
5641 59 S KENWOOD AVE,NOT LEAD,NOT LEAD
924 E 57TH ST,NOT LEAD,NOT LEAD
924 E 57TH ST,NOT LEAD,NOT LEAD
5758 S MARYLAND AVE,NOT LEAD,NOT LEAD
5758 S MARYLAND AVE,NOT LEAD,NOT LEAD
6051 S BLACKSTONE AVE,NOT LEAD,NOT LEAD
6051 S BLACKSTONE AVE,NOT LEAD,NOT LEAD
1359 E 60TH ST,NOT LEAD,NOT LEAD
5824 S DREXEL AVE,NOT LEAD,NOT LEAD
850 E 56TH ST,NOT LEAD,NOT LEAD
5624 S ELLIS AVE,NOT LEAD,NOT LEAD
5624 S ELLIS AVE,NOT LEAD,NOT LEAD
5846 S ELLIS AVE,NOT LEAD,NOT LEAD
850 E 56TH ST,NOT LEAD,NOT LEAD
950 E 59TH ST,NOT LEAD,NOT LEAD
5815 S MARYLAND AVE,NOT LEAD,NOT LEAD
5815 S MARYLAND AVE,NOT LEAD,NOT LEAD
950 E 59TH ST,NOT LEAD,NOT LEAD
5846 S ELLIS AVE,NOT LEAD,NOT LEAD
1427 E 60TH ST,NOT LEAD,NOT LEAD
1427 E 60TH ST,NOT LEAD,NOT LEAD
1427 E 60TH ST,NOT LEAD,NOT LEAD
5801 S STONY ISLAND AVE,NOT LEAD,NOT LEAD
5545 S SHORE DR,NOT LEAD,NOT LEAD
5545 S SHORE DR,NOT LEAD,NOT LEAD
5545 S SHORE DR,NOT LEAD,NOT LEAD
5550 S SOUTH SHORE DR,NOT LEAD,NOT LEAD
5550 S SOUTH SHORE DR,NOT LEAD,NOT LEAD
215 E 63RD ST,NOT LEAD,NOT LEAD
6465 S STATE ST,NOT LEAD,NOT LEAD
6465 S STATE ST,NOT LEAD,NOT LEAD
215 E 63RD ST,NOT LEAD,NOT LEAD
6528 S UNIVERSITY AVE,NOT LEAD,NOT LEAD
6330 S DR MARTIN LUTHER KING JR DR,NOT LEAD,NOT LEAD
1227 E 60TH ST,NOT LEAD,NOT LEAD
1227 E 60TH ST,NOT LEAD,NOT LEAD
1002 E 62ND ST,NOT LEAD,NOT LEAD
1002 E 62ND ST,NOT LEAD,NOT LEAD
6360 S MINERVA AVE,NOT LEAD,NOT LEAD
6360 S MINERVA AVE,NOT LEAD,NOT LEAD
6001 S VERNON AVE,NOT LEAD,NOT LEAD
6001 S VERNON AVE,NOT LEAD,NOT LEAD
5740 S MICHIGAN AVE,NOT LEAD,NOT LEAD
313 E 63RD ST UNIT S.F.,NOT LEAD,NOT LEAD
313 E 63RD ST UNIT L.F.,NOT LEAD,NOT LEAD
313 E 63RD ST UNIT M.F.,NOT LEAD,NOT LEAD
313 E 63RD ST UNIT S.F.,NOT LEAD,NOT LEAD
313 E 63RD ST UNIT L.F.,NOT LEAD,NOT LEAD
313 E 63RD ST UNIT M.F.,NOT LEAD,NOT LEAD
5115 S OAK PARK AVE,NOT LEAD,NOT LEAD
5135 S OAK PARK AVE,NOT LEAD,NOT LEAD
5000 W 55TH ST UNIT M.F.,NOT LEAD,NOT LEAD
5000 W 55TH ST UNIT L.F.,NOT LEAD,NOT LEAD
5000 W 55TH ST UNIT L.F.,NOT LEAD,NOT LEAD
5000 W 55TH ST UNIT S.F.,NOT LEAD,NOT LEAD
5000 W 55TH ST UNIT M.F.,NOT LEAD,NOT LEAD
5000 W 55TH ST UNIT S.F.,NOT LEAD,NOT LEAD
5050 W 55TH ST,NOT LEAD,NOT LEAD
5050 W 55TH ST,NOT LEAD,NOT LEAD
5140 50 W 55TH ST,NOT LEAD,NOT LEAD
5140 50 W 55TH ST,NOT LEAD,NOT LEAD
6834 W 65TH ST,NOT LEAD,NOT LEAD
6834 W 65TH ST,NOT LEAD,NOT LEAD
5115 S OAK PARK AVE,NOT LEAD,NOT LEAD
5135 S OAK PARK AVE,NOT LEAD,NOT LEAD
5130 S PARKSIDE AVE,NOT LEAD,NOT LEAD
5245 S NATOMA AVE,NOT LEAD,NOT LEAD
5140 S PARKSIDE AVE,NOT LEAD,NOT LEAD
5349 S MERRIMAC AVE,NOT LEAD,NOT LEAD
5201 S NOTTINGHAM AVE,NOT LEAD,NOT LEAD
5112 S MASSASOIT AVE,NOT LEAD,NOT LEAD
5061 S RUTHERFORD AVE,NOT LEAD,NOT LEAD
5061 S RUTHERFORD AVE,NOT LEAD,NOT LEAD
S HARLEM & 65TH ST,NOT LEAD,NOT LEAD
S HARLEM & 65TH ST,NOT LEAD,NOT LEAD
S HARLEM & 65TH ST,NOT LEAD,NOT LEAD
S HARLEM & ARCHER,NOT LEAD,NOT LEAD
S HARLEM & ARCHER,NOT LEAD,NOT LEAD
S HARLEM & W 59TH ST,NOT LEAD,NOT LEAD
S HARLEM & 63RD ST,NOT LEAD,NOT LEAD
S HARLEM & 63RD ST,NOT LEAD,NOT LEAD
5130 S PARKSIDE AVE,NOT LEAD,NOT LEAD
5140 S PARKSIDE AVE,NOT LEAD,NOT LEAD
5112 S MASSASOIT AVE,NOT LEAD,NOT LEAD
5349 S MERRIMAC AVE,NOT LEAD,NOT LEAD
5201 S NOTTINGHAM AVE,NOT LEAD,NOT LEAD
5245 S NATOMA AVE,NOT LEAD,NOT LEAD
5050 W 55TH ST,NOT LEAD,NOT LEAD
5063 S MERRIMAC AVE,NOT LEAD,NOT LEAD
6200 W 51ST ST,NOT LEAD,NOT LEAD
6535 S CENTRAL AVE,NOT LEAD,NOT LEAD
6535 S CENTRAL AVE,NOT LEAD,NOT LEAD
4660 S LARAMIE AVE,NOT LEAD,NOT LEAD
4660 S LARAMIE AVE,NOT LEAD,NOT LEAD
4660 S LARAMIE AVE,NOT LEAD,NOT LEAD
5656 W 51ST ST,NOT LEAD,NOT LEAD
5800 W 51ST ST,NOT LEAD,NOT LEAD
5800 W 51ST ST,NOT LEAD,NOT LEAD
6050 W 51ST ST,NOT LEAD,NOT LEAD
6200 W 51ST ST,NOT LEAD,NOT LEAD
W 50TH ST & S LARAMIE,NOT LEAD,NOT LEAD
W 50TH ST & S LARAMIE,NOT LEAD,NOT LEAD
6118 W 63RD ST,NOT LEAD,NOT LEAD
6236 S NASHVILLE AVE,NOT LEAD,NOT LEAD
5700 S CICERO AVE UNIT M.F.,NOT LEAD,NOT LEAD
5700 S CICERO AVE UNIT S.F.,NOT LEAD,NOT LEAD
6140 S MELVINA AVE,NOT LEAD,NOT LEAD
6140 S MELVINA AVE,NOT LEAD,NOT LEAD
6108 S NATOMA AVE,NOT LEAD,NOT LEAD
6850 W 62ND ST,NOT LEAD,NOT LEAD
5700 S CICERO AVE UNIT S.F.,NOT LEAD,NOT LEAD
5700 S CICERO AVE UNIT M.F.,NOT LEAD,NOT LEAD
5700 S CICERO AVE,NOT LEAD,NOT LEAD
5700 S CICERO AVE,NOT LEAD,NOT LEAD
5700 S CICERO AVE,NOT LEAD,NOT LEAD
5700 S CICERO AVE,NOT LEAD,NOT LEAD
5043 W 67TH ST,NOT LEAD,NOT LEAD
5043 W 67TH ST,NOT LEAD,NOT LEAD
5043 W 67TH ST,NOT LEAD,NOT LEAD
5043 W 67TH ST,NOT LEAD,NOT LEAD
5700 S CICERO AVE,NOT LEAD,NOT LEAD
6451 S NEW ENGLAND AVE,NOT LEAD,NOT LEAD
6451 S NEW ENGLAND AVE,NOT LEAD,NOT LEAD
6451 S NEW ENGLAND AVE,NOT LEAD,NOT LEAD
6451 S NEW ENGLAND AVE,NOT LEAD,NOT LEAD
6451 S NEW ENGLAND AVE,NOT LEAD,NOT LEAD
6451 S NEW ENGLAND AVE,NOT LEAD,NOT LEAD
5704 S NOTTINGHAM AVE,NOT LEAD,NOT LEAD
5611 S NASHVILLE AVE,NOT LEAD,NOT LEAD
5750 S NATCHEZ AVE,NOT LEAD,NOT LEAD
5526 S RUTHERFORD AVE,NOT LEAD,NOT LEAD
5743 S MOODY AVE,NOT LEAD,NOT LEAD
5533 S NEENAH AVE,NOT LEAD,NOT LEAD
5529 S NEENAH AVE,NOT LEAD,NOT LEAD
5516 S MASON AVE,NOT LEAD,NOT LEAD
5833 S NORMANDY AVE,NOT LEAD,NOT LEAD
6236 S NASHVILLE AVE,NOT LEAD,NOT LEAD
5605 S NASHVILLE AVE,NOT LEAD,NOT LEAD
5858 S SAYRE AVE,NOT LEAD,NOT LEAD
5625 S NEWLAND AVE,NOT LEAD,NOT LEAD
5826 S SAYRE AVE,NOT LEAD,NOT LEAD
5700 S CICERO AVE,NOT LEAD,NOT LEAD
S HARLEM & W 59TH ST,NOT LEAD,NOT LEAD
6455 S HARLEM AVE,NOT LEAD,NOT LEAD
6455 S HARLEM AVE,NOT LEAD,NOT LEAD
