Address,Private Service Line Material,Public Service Line Material
5340 N CLARK ST,SUSPECTED LEAD,NOT LEAD
5914 16 N PAULINA ST,SUSPECTED LEAD,NOT LEAD
6013 15 N DAMEN AVE,SUSPECTED LEAD,NOT LEAD
4655 59 N CLARK ST,SUSPECTED LEAD,NOT LEAD
4700 04 N DOVER ST,SUSPECTED LEAD,NOT LEAD
1420 26 W LELAND AVE,SUSPECTED LEAD,NOT LEAD
4707 09 N DAMEN AVE,SUSPECTED LEAD,NOT LEAD
4715 17 N DAMEN AVE,SUSPECTED LEAD,NOT LEAD
4741 N DAMEN AVE,SUSPECTED LEAD,NOT LEAD
3229 31 W EASTWOOD AVE,SUSPECTED LEAD,NOT LEAD
3214 20 W LELAND AVE,SUSPECTED LEAD,NOT LEAD
1437 41 E 53RD ST,SUSPECTED LEAD,NOT LEAD
846 W ALTGELD ST,SUSPECTED LEAD,GALVANIZED REQUIRING REPLACEMENT
5047 49 N WINTHROP AVE,NOT LEAD,LEAD
2312 16 W TOUHY AVE,NOT LEAD,LEAD
1463 65 W WINNEMAC AVE,NOT LEAD,LEAD
4947 N DAMEN AVE,NOT LEAD,LEAD
4147 N KEELER AVE UNIT B,NOT LEAD,LEAD
4501 05 W BELMONT AVE,NOT LEAD,LEAD
5023 25 S MICHIGAN AVE,NOT LEAD,LEAD
5422 S RIDGEWOOD CT UNIT,NOT LEAD,LEAD
4501 03 S WALLACE ST,NOT LEAD,LEAD
6510 12 S WOODLAWN AVE,NOT LEAD,LEAD
3149 53 W DIVERSEY AVE,NOT LEAD,LEAD
4447 49 N WOLCOTT AVE,NOT LEAD,LEAD
933 W WRIGHTWOOD AVE UNIT B,NOT LEAD,LEAD
2929 37 S WABASH AVE,NOT LEAD,LEAD
5363 W LAWRENCE AVE,NOT LEAD,LEAD
2056 58 W DEVON AVE,NOT LEAD,LEAD
3115 17 W IRVING PARK RD,NOT LEAD,LEAD
3118 24 W IRVING PARK RD,NOT LEAD,LEAD
3819 23 N KEDZIE AVE,NOT LEAD,LEAD
3800 N KEDZIE AVE,NOT LEAD,LEAD
2634 W ARMITAGE AVE,NOT LEAD,LEAD
2128 36 N LEAVITT ST,NOT LEAD,LEAD
4324 26 W ARMITAGE AVE,NOT LEAD,LEAD
5510 S CORNELL AVE UNIT H,NOT LEAD,LEAD
2701 W 62ND ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
7001 03 S LAFLIN ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2817 W 24TH BLVD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5303 17 N DELPHIA AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2938 56 N WESTERN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2938 56 N WESTERN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2938 56 N WESTERN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2550 56 N PULASKI RD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2700 N PULASKI RD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2008 W BELMONT AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
432 W 14TH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
700 W ERIE ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2941 W 31ST ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
329 61 W PERSHING RD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
346 48 W CERMAK RD UNIT L.F.,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4404 W 42ND PL,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1118 W 110TH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1900 W 119TH ST UNIT S.F,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
10601 59 S OGLESBY ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3221 E 95TH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1142 E 46TH ST UNIT L.F.,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1701 E 122ND ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5211 S WOODLAWN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
7740 66 S SOUTH CHICAGO AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
122 60 W 79TH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3108 24 W MARQUETTE RD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5555 S ARCHER AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
9922 S AVENUE H,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
10810 26 S AVENUE H,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
9239 S JEFFERY AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
7351 S STONY ISLAND AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
8053 S KENWOOD AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
7525 S HARVARD AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3810 W 81ST PL,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
328 W 69TH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
6121 S HERMITAGE AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5658 S WOLCOTT AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4505 S HALSTED ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4955 S SEELEY AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2805 S PRINCETON AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3017 S WELLS ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
6441 N RAVENSWOOD AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
6710 N WASHTENAW AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2236 N ROCKWELL ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
820 N HAMLIN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1351 N ROCKWELL ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5550 S GREENWOOD AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5550 S GREENWOOD AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1130 W 122ND ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
10658 S EBERHART AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
13100 S DOTY AVE UNIT L.F.,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1140 W 122ND ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3857 W 79TH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5300 S LOOMIS BLVD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
909 W 32ND PL,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3020 W HARRISON ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3320 W EVERGREEN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4834 W OHIO ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4659 N ST LOUIS AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1340 W MORSE AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1341 49 W LUNT AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4821 57 N KEDZIE AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5540 42 N GLENWOOD AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5809 17 N KENMORE AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1301 13 W LOYOLA AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
515 W MELROSE ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2019 27 W MONTROSE AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3939 N CICERO AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4718 24 N BERNARD ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2840 48 N ORCHARD ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1215 27 W DIVERSEY PKWY,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2546 56 N RACINE AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3050 54 W DIVERSEY AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2454 N ASHLAND AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1655 57 N WASHTENAW AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1900 10 N KILBOURN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1523 27 W CHICAGO AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1147 51 W OHIO ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1424 26 W GRAND AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1916 W DIVISION ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5801 W LAKE ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2104 08 W CERMAK RD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3601 03 W GRENSHAW ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3649 59 S ASHLAND AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5325 29 S CORNELL AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4925 S DREXEL BLVD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4048 S LAKE PARK AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5042 52 S DREXEL BLVD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4900 18 S DREXEL BLVD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5322 24 S CALUMET AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5452 66 S ELLIS AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5317 31 S WESTERN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
6400 30 S LONG AVE UNIT,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
6519 29 W 63RD ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5736 44 S STONY ISLAND AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
6315 31 S WESTERN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1931 45 E 71ST ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
8300 04 S BRANDON AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
8148 58 S DREXEL AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
7320 S YALE AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1116 20 W 79TH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
8324 30 S STEWART AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
200 18 E CHESTNUT ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1009 11 N RUSH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1000 02 N CLARK ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1006 N CLARK ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
442 48 N ORLEANS ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
373 E RIVER DR,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
600 10 W VAN BUREN ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
240 W 107TH PL,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4000 46 W ROOSEVELT RD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
6434 42 S NORMAL BLVD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2310 W ST PAUL AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
6355 S DR MARTIN LUTHER KING JR DR DR,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2700 24 W 15TH PL,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
10840 S AVENUE H,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
7420 W BALMORAL AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1951 53 W MARQUETTE RD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4817 W FULLERTON AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2354 1/2 N KEDZIE BLVD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4007 W MELROSE ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
7100 S SOUTH SHORE DR,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2500 62 W BRADLEY PL,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5666 68 N NORTHWEST HWY,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2949 W IRVING PARK RD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1801 17 W BERTEAU AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3664 66 N ELSTON AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
643 1/2 N LAKE SHORE DR,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1180 E 59TH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1017 25 W 48TH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4911 13 N WINTHROP AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5800 N RAVENSWOOD AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3012 18 N WATERLOO CT,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1801 W DIVERSEY PKWY UNIT,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5737 39 N KENMORE AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5520 28 N NORTHWEST HWY,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
415 21 W ALDINE AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3734 36 N PINE GROVE AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5934 50 W NORTH AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
7505 27 S LAFLIN ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
11269 71 S CHAMPLAIN AVE,LEAD,NOT LEAD
11701 S WESTERN AVE,LEAD,NOT LEAD
2811 S ST LOUIS AVE,LEAD,NOT LEAD
927 S OAKLEY BLVD,LEAD,NOT LEAD
2638 40 W WILCOX ST,LEAD,NOT LEAD
1427 29 W AUGUSTA BLVD,LEAD,NOT LEAD
1502 N LEAVITT ST,LEAD,NOT LEAD
4318 N ST LOUIS AVE,LEAD,NOT LEAD
1844 1/2 N MOHAWK ST UNIT BACK,LEAD,NOT LEAD
1653 57 N KARLOV AVE,LEAD,NOT LEAD
3822 24 W IRVING PARK RD,LEAD,NOT LEAD
1540 W TOUHY AVE,LEAD,NOT LEAD
739 45 W BELMONT AVE,LEAD,NOT LEAD
5341 55 W DEVON AVE,LEAD,NOT LEAD
6231 N MCVICKER AVE,LEAD,NOT LEAD
1954 N MOHAWK ST,LEAD,NOT LEAD
1622 N ORCHARD ST UNIT E,LEAD,NOT LEAD
9701 S BENSLEY AVE,LEAD,NOT LEAD
11205 S CAMPBELL AVE,LEAD,NOT LEAD
7000 08 S JEFFERY BLVD,LEAD,NOT LEAD
8359 S BLACKSTONE AVE,LEAD,NOT LEAD
9501 15 S COMMERCIAL AVE,LEAD,NOT LEAD
2459 E 82ND ST,LEAD,NOT LEAD
6619 S KENWOOD AVE,LEAD,NOT LEAD
6542 56 N DAMEN AVE,LEAD,NOT LEAD
3507 13 N RACINE AVE,LEAD,NOT LEAD
954 W GRACE ST UNIT 101-B,LEAD,NOT LEAD
954 W GRACE ST UNIT 102-D,LEAD,NOT LEAD
954 W GRACE ST UNIT 102-E,LEAD,NOT LEAD
954 W GRACE ST UNIT 101-G,LEAD,NOT LEAD
954 W GRACE ST UNIT 101-H,LEAD,NOT LEAD
954 W GRACE ST UNIT 102-H,LEAD,NOT LEAD
954 W GRACE ST UNIT 102-J,LEAD,NOT LEAD
641 W WILLOW ST UNIT 111,LEAD,NOT LEAD
6121 25 W DIVERSEY AVE,LEAD,NOT LEAD
4139 W KINZIE ST,LEAD,NOT LEAD
5201 05 W LAKE ST,LEAD,NOT LEAD
5610 12 W CHICAGO AVE,LEAD,NOT LEAD
5949 53 W CHICAGO AVE,LEAD,NOT LEAD
1901 09 S KILBOURN AVE,LEAD,NOT LEAD
1962 E 73RD ST,LEAD,NOT LEAD
10539 S HALE AVE,LEAD,NOT LEAD
10549 S HALE AVE,LEAD,NOT LEAD
11400 S DR MARTIN LUTHER KING JR DR,LEAD,NOT LEAD
6730 S BISHOP ST,LEAD,NOT LEAD
7514 22 N HOYNE AVE,LEAD,NOT LEAD
5525 29 W FARRAGUT AVE,LEAD,NOT LEAD
3315 17 W IRVING PARK RD,LEAD,NOT LEAD
2417 N ASHLAND AVE,LEAD,NOT LEAD
5637 39 W GRAND AVE,LEAD,NOT LEAD
885 N LA SALLE DR,LEAD,NOT LEAD
7012 S ST LAWRENCE AVE,LEAD,NOT LEAD
10722 S DR MARTIN LUTHER KING JR DR,LEAD,NOT LEAD
3632 W MARQUETTE RD,LEAD,NOT LEAD
7817 W SEMINOLE ST,LEAD,NOT LEAD
1424 W DIVERSEY PKWY,LEAD,NOT LEAD
13161 S EBERHART AVE,LEAD,NOT LEAD
2211 N TRIPP AVE,LEAD,NOT LEAD
857 N LA SALLE DR,LEAD,NOT LEAD
3044 S BONFIELD ST,LEAD,NOT LEAD
6401 N CALDWELL AVE,LEAD,NOT LEAD
6548 58 S KEDZIE AVE,LEAD,NOT LEAD
3555 59 W ARMITAGE AVE,LEAD,NOT LEAD
1701 03 N RICHMOND ST,LEAD,NOT LEAD
1711 N CALIFORNIA AVE,LEAD,NOT LEAD
3219 W NORTH AVE,LEAD,NOT LEAD
3109 11 W ARMITAGE AVE,LEAD,NOT LEAD
2843 45 W ARMITAGE AVE,LEAD,NOT LEAD
2847 W ARMITAGE AVE,LEAD,NOT LEAD
2826 W ARMITAGE AVE,LEAD,NOT LEAD
2900 W ARMITAGE AVE,LEAD,NOT LEAD
3026 28 W ARMITAGE AVE,LEAD,NOT LEAD
2144 N KEDZIE BLVD,LEAD,NOT LEAD
2844 46 W ARMITAGE AVE,LEAD,NOT LEAD
2036 40 W ARMITAGE AVE,LEAD,NOT LEAD
7814 16 S LOWE AVE,LEAD,NOT LEAD
7953 59 S ASHLAND AVE,LEAD,NOT LEAD
8536 40 S ASHLAND AVE,LEAD,NOT LEAD
9301 S LA SALLE ST,LEAD,NOT LEAD
8425 S THROOP ST,LEAD,NOT LEAD
8352 S HAMILTON AVE,LEAD,NOT LEAD
3814 16 N LAMON AVE,LEAD,NOT LEAD
3352 54 N MILWAUKEE AVE,LEAD,NOT LEAD
3540 42 N LOWELL AVE,LEAD,NOT LEAD
2946 48 N KEATING AVE,LEAD,NOT LEAD
1151 59 W 79TH ST,SUSPECTED LEAD,NOT LEAD
8001 07 S JUSTINE ST,SUSPECTED LEAD,NOT LEAD
1335 41 W 81ST ST,SUSPECTED LEAD,NOT LEAD
8301 S THROOP ST,SUSPECTED LEAD,NOT LEAD
7833 45 S WESTERN AVE,SUSPECTED LEAD,NOT LEAD
849 55 W 87TH ST,SUSPECTED LEAD,NOT LEAD
8431 S STEWART AVE,SUSPECTED LEAD,NOT LEAD
905 07 W 87TH ST,SUSPECTED LEAD,NOT LEAD
1326 28 W BELMONT AVE,SUSPECTED LEAD,NOT LEAD
1649 W 55TH ST,SUSPECTED LEAD,NOT LEAD
11437 43 S FOREST AVE,SUSPECTED LEAD,NOT LEAD
1962 70 E 71ST PL,SUSPECTED LEAD,NOT LEAD
9165 87 S HARBOR AVE,SUSPECTED LEAD,NOT LEAD
4322 W MADISON ST,SUSPECTED LEAD,NOT LEAD
6020 S DORCHESTER AVE,SUSPECTED LEAD,NOT LEAD
1221 1/2 N LA SALLE DR,SUSPECTED LEAD,NOT LEAD
1170 W FARWELL AVE UNIT,SUSPECTED LEAD,NOT LEAD
2951 59 W ARMITAGE AVE,SUSPECTED LEAD,NOT LEAD
3037 39 W WASHINGTON BLVD,SUSPECTED LEAD,NOT LEAD
4921 S ST LAWRENCE AVE,SUSPECTED LEAD,NOT LEAD
6751 59 S CHAPPEL AVE,SUSPECTED LEAD,NOT LEAD
6748 58 S MERRILL AVE,SUSPECTED LEAD,NOT LEAD
6838 58 S JEFFERY BLVD,SUSPECTED LEAD,NOT LEAD
6808 10 S NORMAL BLVD,SUSPECTED LEAD,NOT LEAD
8541 S STATE ST,SUSPECTED LEAD,NOT LEAD
415 19 E 111TH ST,SUSPECTED LEAD,NOT LEAD
55 W GOETHE ST UNIT U1249,SUSPECTED LEAD,NOT LEAD
1127 33 N RUSH ST,SUSPECTED LEAD,NOT LEAD
213 19 W OHIO ST,SUSPECTED LEAD,NOT LEAD
717 23 S WELLS ST,SUSPECTED LEAD,NOT LEAD
725 27 S WELLS ST,SUSPECTED LEAD,NOT LEAD
909 W OHIO ST UNIT 13D,SUSPECTED LEAD,NOT LEAD
5650 52 W OHIO ST,SUSPECTED LEAD,NOT LEAD
4329 S ST LAWRENCE AVE,SUSPECTED LEAD,NOT LEAD
1033 E 46TH ST UNIT S.F.,SUSPECTED LEAD,NOT LEAD
5337 N EAST RIVER RD,SUSPECTED LEAD,NOT LEAD
104 42 N HERMITAGE AVE,SUSPECTED LEAD,NOT LEAD
2348 50 W ROSCOE ST,SUSPECTED LEAD,NOT LEAD
7598 1/2 S PULASKI RD,SUSPECTED LEAD,NOT LEAD
1434 S LOOMIS ST,SUSPECTED LEAD,NOT LEAD
6149 N BROADWAY,SUSPECTED LEAD,NOT LEAD
6235 N KENMORE AVE,SUSPECTED LEAD,NOT LEAD
113 17 S CLINTON ST,SUSPECTED LEAD,NOT LEAD
2655 59 W PETERSON AVE,SUSPECTED LEAD,NOT LEAD
3017 19 N ELSTON AVE,SUSPECTED LEAD,NOT LEAD
2602 04 N HARDING AVE,SUSPECTED LEAD,NOT LEAD
4351 59 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,NOT LEAD
7148 S STEWART AVE,SUSPECTED LEAD,NOT LEAD
7150 S STEWART AVE,SUSPECTED LEAD,NOT LEAD
5350 N BROADWAY,SUSPECTED LEAD,NOT LEAD
5430 N BROADWAY,SUSPECTED LEAD,NOT LEAD
5524 N BROADWAY,SUSPECTED LEAD,NOT LEAD
2839 W EASTWOOD AVE,SUSPECTED LEAD,NOT LEAD
4454 N DAMEN AVE,SUSPECTED LEAD,NOT LEAD
3234 W IRVING PARK RD,SUSPECTED LEAD,NOT LEAD
2310 12 W BELMONT AVE,SUSPECTED LEAD,NOT LEAD
4601 N KOSTNER AVE,SUSPECTED LEAD,NOT LEAD
3017 W DIVERSEY AVE,SUSPECTED LEAD,NOT LEAD
2057 N KEDZIE AVE,SUSPECTED LEAD,NOT LEAD
2121 N KEDZIE AVE,SUSPECTED LEAD,NOT LEAD
4345 W FULLERTON AVE,SUSPECTED LEAD,NOT LEAD
4444 W FULLERTON AVE,SUSPECTED LEAD,NOT LEAD
4755 W GRAND AVE,SUSPECTED LEAD,NOT LEAD
15 S OAKLEY BLVD,SUSPECTED LEAD,NOT LEAD
3042 S SHIELDS AVE,SUSPECTED LEAD,NOT LEAD
201 E 43RD ST,SUSPECTED LEAD,NOT LEAD
4724 26 S MICHIGAN AVE,SUSPECTED LEAD,NOT LEAD
4201 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,NOT LEAD
437 W 46TH ST,SUSPECTED LEAD,NOT LEAD
6435 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,NOT LEAD
7020 S ST LAWRENCE AVE,SUSPECTED LEAD,NOT LEAD
70 E 63RD ST,SUSPECTED LEAD,NOT LEAD
5851 S LA SALLE ST,SUSPECTED LEAD,NOT LEAD
41 W CONGRESS PKWY,SUSPECTED LEAD,NOT LEAD
11843 S LA SALLE ST,SUSPECTED LEAD,NOT LEAD
9822 S WALDEN PKWY,SUSPECTED LEAD,NOT LEAD
9618 S BISHOP ST,SUSPECTED LEAD,NOT LEAD
3252 W 110TH ST,SUSPECTED LEAD,NOT LEAD
3748 N GREENVIEW AVE,SUSPECTED LEAD,NOT LEAD
7018 S ST LAWRENCE AVE,SUSPECTED LEAD,NOT LEAD
1700 50 S KILBOURN AVE,SUSPECTED LEAD,NOT LEAD
1427 S ST LOUIS AVE,SUSPECTED LEAD,NOT LEAD
3514 S PULASKI RD,SUSPECTED LEAD,NOT LEAD
3428 S LAWNDALE AVE,SUSPECTED LEAD,NOT LEAD
2311 59 S KILDARE AVE,SUSPECTED LEAD,NOT LEAD
3926 34 W 24TH ST,SUSPECTED LEAD,NOT LEAD
1151 55 W WEBSTER AVE,SUSPECTED LEAD,NOT LEAD
1855 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1748 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1425 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1248 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1252 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1344 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1418 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1420 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1422 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1456 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1538 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1544 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1640 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1435 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1340 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1638 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
537 39 W DEMING PL,SUSPECTED LEAD,NOT LEAD
2124 26 N HUDSON AVE,SUSPECTED LEAD,NOT LEAD
544 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
546 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
550 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
552 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
614 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
618 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
634 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
636 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
640 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
2427 N RACINE AVE,SUSPECTED LEAD,NOT LEAD
709 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
817 W WILLOW ST,SUSPECTED LEAD,NOT LEAD
539 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
611 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
637 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
639 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
625 W FULLERTON PKWY,SUSPECTED LEAD,NOT LEAD
